productType,variantId,sku,prices,tax,categories,images,name.en,description.en,slug.en,metaTitle.en,metaDescription.en,metaKeywords.en,name.de,description.de,slug.de,metaTitle.de,metaDescription.de,metaKeywords.de,name.it,description.it,slug.it,metaTitle.it,metaDescription.it,metaKeywords.it,creationDate,articleNumberManufacturer,articleNumberMax,matrixId,baseId,designer,madeInItaly,completeTheLook,commonSize,size,color,colorFreeDefinition.en,details.en,colorFreeDefinition.de,details.de,colorFreeDefinition.it,details.it,style,gender,season,isOnStock,isLook,lookProducts,seasonNew
,23,M0E20000000DUJ0,EUR 33125;EUR 21721 b2b;US-USD 33125;USD 21721 b2b;DE-EUR 26500;IT-EUR 26500;GB-EUR 26500;DE-EUR 26235#sunrise-store-berlin;EUR 35775#sunrise-store-vienna;DE-EUR 28885#sunrise-store-munich;DE-EUR 23850#sunrise-store-cologne;DE-EUR 29150#sunrise-store-hamburg;US-USD 26235#sunrise-store-boston-2;USD 35775#sunrise-store-chicago;US-USD 28885#sunrise-store-boston-1;US-USD 23850#sunrise-store-sanfrancisco;US-USD 29150#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/huvudroll-salmon-and-cod-balls-asc-certified-msc-certified-frozen__0928073_pe789721_s5.jpg?f=xxs,HUVUDROLL,We love salmon. Have a go at one of our reasons: juicy fish balls with flavors from the sea and a texture from heaven. The added cod makes them even tastier.,,,,,HUVUDROLL,We love salmon. Have a go at one of our reasons: juicy fish balls with flavors from the sea and a texture from heaven. The added cod makes them even tastier.,,,,,HUVUDROLL,We love salmon. Have a go at one of our reasons: juicy fish balls with flavors from the sea and a texture from heaven. The added cod makes them even tastier.,,,,,,J622 COM VIN 8605 697 697,78893,M0E20000000DUJ0,78893,jacobcohen,yes,,m,33,green,green,,gr�n,,,,sporty,men,s15,,,,
,24,M0E20000000DUJ1,EUR 33125;EUR 21721 b2b;US-USD 33125;USD 21721 b2b;DE-EUR 26500;IT-EUR 26500;GB-EUR 26500;DE-EUR 26765#sunrise-store-berlin;EUR 31138#sunrise-store-vienna;DE-EUR 26500#sunrise-store-munich;DE-EUR 25705#sunrise-store-cologne;DE-EUR 27030#sunrise-store-hamburg;US-USD 26765#sunrise-store-boston-2;USD 31138#sunrise-store-chicago;US-USD 26500#sunrise-store-boston-1;US-USD 25705#sunrise-store-sanfrancisco;US-USD 27030#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/hjaelteroll-granola-with-nuts-and-dried-berries__0925931_pe788969_s5.jpg?f=xxs,HJALTEROLL,"HJ�LTEROLL is great any time of day � and for the whole family. As a good start to the morning, as a filling snack or as a light dessert in the evening. Choose between tasty granola, muesli and porridge.",,,,,HJALTEROLL,"HJ�LTEROLL is great any time of day � and for the whole family. As a good start to the morning, as a filling snack or as a light dessert in the evening. Choose between tasty granola, muesli and porridge.",,,,,HJALTEROLL,"HJ�LTEROLL is great any time of day � and for the whole family. As a good start to the morning, as a filling snack or as a light dessert in the evening. Choose between tasty granola, muesli and porridge.",,,,,,J622 COM VIN 8605 697 697,78893,M0E20000000DUJ1,78893,jacobcohen,yes,,l,34,green,green,,gr�n,,,,sporty,men,s15,,,,
,25,M0E20000000DUJ2,EUR 33125;EUR 21721 b2b;US-USD 33125;USD 21721 b2b;DE-EUR 26500;IT-EUR 26500;GB-EUR 26500;DE-EUR 28355#sunrise-store-berlin;EUR 34781#sunrise-store-vienna;DE-EUR 28355#sunrise-store-munich;DE-EUR 28885#sunrise-store-cologne;DE-EUR 28620#sunrise-store-hamburg;US-USD 28355#sunrise-store-boston-2;USD 34781#sunrise-store-chicago;US-USD 28355#sunrise-store-boston-1;US-USD 28885#sunrise-store-sanfrancisco;US-USD 28620#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/kafferep-cookie-with-raspberry-filling__0539219_pe655334_s5.jpg?f=xxs,KAFFEREP,"One of the most loved Swedish traditions is fika � socializing over coffee and cookies. With sweet treats in the KAFFEREP series, we want to share the tradition so more can enjoy memorable fika moments.",,,,,KAFFEREP,"One of the most loved Swedish traditions is fika � socializing over coffee and cookies. With sweet treats in the KAFFEREP series, we want to share the tradition so more can enjoy memorable fika moments.",,,,,KAFFEREP,"One of the most loved Swedish traditions is fika � socializing over coffee and cookies. With sweet treats in the KAFFEREP series, we want to share the tradition so more can enjoy memorable fika moments.",,,,,,J622 COM VIN 8605 697 697,78893,M0E20000000DUJ2,78893,jacobcohen,yes,,l,35,green,green,,gr�n,,,,sporty,men,s15,,,,
,1,M0E20000000DUJ3,EUR 33125;EUR 21721 b2b;US-USD 33125;USD 21721 b2b;DE-EUR 26500;IT-EUR 26500;GB-EUR 26500;DE-EUR 25970#sunrise-store-berlin;EUR 30144#sunrise-store-vienna;DE-EUR 28620#sunrise-store-munich;DE-EUR 24910#sunrise-store-cologne;DE-EUR 29150#sunrise-store-hamburg;US-USD 25970#sunrise-store-boston-2;USD 30144#sunrise-store-chicago;US-USD 28620#sunrise-store-boston-1;US-USD 24910#sunrise-store-sanfrancisco;US-USD 29150#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/sylt-hjortron-cloudberry-jam-organic__0446742_pe596797_s5.jpg?f=xxs,SYLT HJORTRON,"Serve the cloudberry jam with waffles and whipped cream, pancakes and ice cream or with a dessert cheese to add some sweetness.",,,,,SYLT HJORTRON,"Serve the cloudberry jam with waffles and whipped cream, pancakes and ice cream or with a dessert cheese to add some sweetness.",,,,,SYLT HJORTRON,"Serve the cloudberry jam with waffles and whipped cream, pancakes and ice cream or with a dessert cheese to add some sweetness.",,,,,,J622 COM VIN 8605 697 697,78893,M0E20000000DUJ3,78893,jacobcohen,yes,,xl,36,green,green,,gr�n,,,,sporty,men,s15,,,,
,2,M0E20000000DUJ4,EUR 33125;EUR 21721 b2b;US-USD 33125;USD 21721 b2b;DE-EUR 26500;IT-EUR 26500;GB-EUR 26500;DE-EUR 27560#sunrise-store-berlin;EUR 30475#sunrise-store-vienna;DE-EUR 24645#sunrise-store-munich;DE-EUR 25440#sunrise-store-cologne;DE-EUR 25175#sunrise-store-hamburg;US-USD 27560#sunrise-store-boston-2;USD 30475#sunrise-store-chicago;US-USD 24645#sunrise-store-boston-1;US-USD 25440#sunrise-store-sanfrancisco;US-USD 25175#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/dryck-flaeder-elderflower-syrup__0445069_pe595508_s5.jpg?f=xxs,DRYCK FLADER,"The elder bush bears white blossoms, suitable for making juice and jam. Mix with water (1:6) as a table drink, or use as the base in different drinks.",,,,,DRYCK FLADER,"The elder bush bears white blossoms, suitable for making juice and jam. Mix with water (1:6) as a table drink, or use as the base in different drinks.",,,,,DRYCK FLADER,"The elder bush bears white blossoms, suitable for making juice and jam. Mix with water (1:6) as a table drink, or use as the base in different drinks.",,,,,,J622 COM VIN 8605 697 697,78893,M0E20000000DUJ4,78893,jacobcohen,yes,,xl,37,green,green,,gr�n,,,,sporty,men,s15,,,,
,3,M0E20000000DUJ5,EUR 33125;EUR 21721 b2b;US-USD 33125;USD 21721 b2b;DE-EUR 26500;IT-EUR 26500;GB-EUR 26500;DE-EUR 27825#sunrise-store-berlin;EUR 32794#sunrise-store-vienna;DE-EUR 27825#sunrise-store-munich;DE-EUR 27030#sunrise-store-cologne;DE-EUR 28355#sunrise-store-hamburg;US-USD 27825#sunrise-store-boston-2;USD 32794#sunrise-store-chicago;US-USD 27825#sunrise-store-boston-1;US-USD 27030#sunrise-store-sanfrancisco;US-USD 28355#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/lurvig-scratching-mat-natural__0546043_pe655868_s5.jpg?f=xxs,LURVIG,This mat quickly transforms a common table leg into a scratch mat where your cat can stretch and sharpen their claws. A smart and inexpensive way to extend the life of your upholstered furniture.,,,,,LURVIG,This mat quickly transforms a common table leg into a scratch mat where your cat can stretch and sharpen their claws. A smart and inexpensive way to extend the life of your upholstered furniture.,,,,,LURVIG,This mat quickly transforms a common table leg into a scratch mat where your cat can stretch and sharpen their claws. A smart and inexpensive way to extend the life of your upholstered furniture.,,,,,,J622 COM VIN 8605 697 697,78893,M0E20000000DUJ5,78893,jacobcohen,yes,,xxl,38,green,green,,gr�n,,,,sporty,men,s15,,,,
,4,M0E20000000DUJ6,EUR 33125;EUR 21721 b2b;US-USD 33125;USD 21721 b2b;DE-EUR 26500;IT-EUR 26500;GB-EUR 26500;DE-EUR 24115#sunrise-store-berlin;EUR 29812#sunrise-store-vienna;DE-EUR 24115#sunrise-store-munich;DE-EUR 24645#sunrise-store-cologne;DE-EUR 24380#sunrise-store-hamburg;US-USD 24115#sunrise-store-boston-2;USD 29812#sunrise-store-chicago;US-USD 24115#sunrise-store-boston-1;US-USD 24645#sunrise-store-sanfrancisco;US-USD 24380#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/lurvig-pouffe-light-gray__0782460_pe761333_s5.jpg?f=xxs,LURVIG,Cats and dogs are also part of the family � and the home. In the LURVIG series you�ll find most of what your furry friend could ever need and want in order to enjoy life together with you.,,,,,LURVIG,Cats and dogs are also part of the family � and the home. In the LURVIG series you�ll find most of what your furry friend could ever need and want in order to enjoy life together with you.,,,,,LURVIG,Cats and dogs are also part of the family � and the home. In the LURVIG series you�ll find most of what your furry friend could ever need and want in order to enjoy life together with you.,,,,,,J622 COM VIN 8605 697 697,78893,M0E20000000DUJ6,78893,jacobcohen,yes,,xxxl,40,green,green,,gr�n,,,,sporty,men,s15,,,,
,5,M0E20000000DUJ7,EUR 33125;EUR 21721 b2b;US-USD 33125;USD 21721 b2b;DE-EUR 26500;IT-EUR 26500;GB-EUR 26500;DE-EUR 27295#sunrise-store-berlin;EUR 31800#sunrise-store-vienna;DE-EUR 24380#sunrise-store-munich;DE-EUR 26235#sunrise-store-cologne;DE-EUR 24910#sunrise-store-hamburg;US-USD 27295#sunrise-store-boston-2;USD 31800#sunrise-store-chicago;US-USD 24380#sunrise-store-boston-1;US-USD 26235#sunrise-store-sanfrancisco;US-USD 24910#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/smycka-artificial-bouquet-indoor-outdoor-yellow__0990361_pe818890_s5.jpg?f=xxs,SMYCKA,Imagine always having a fresh-looking bouquet without the cost or maintenance. These flowers look so real you can almost smell them. There�s a wide choice so you can rearrange now and again for a new look.,,,,,SMYCKA,Imagine always having a fresh-looking bouquet without the cost or maintenance. These flowers look so real you can almost smell them. There�s a wide choice so you can rearrange now and again for a new look.,,,,,SMYCKA,Imagine always having a fresh-looking bouquet without the cost or maintenance. These flowers look so real you can almost smell them. There�s a wide choice so you can rearrange now and again for a new look.,,,,,,J622 COM VIN 8605 697 697,78893,M0E20000000DUJ7,78893,jacobcohen,yes,,xxxl,42,green,green,,gr�n,,,,sporty,men,s15,,,,
,6,A0E200000002E49,EUR 10625;EUR 6967 b2b;US-USD 10625;USD 6967 b2b;DE-EUR 8500;IT-EUR 8500;GB-EUR 8500;DE-EUR 8415#sunrise-store-berlin;EUR 11688#sunrise-store-vienna;DE-EUR 7905#sunrise-store-munich;DE-EUR 8500#sunrise-store-cologne;DE-EUR 8925#sunrise-store-hamburg;US-USD 8415#sunrise-store-boston-2;USD 11688#sunrise-store-chicago;US-USD 7905#sunrise-store-boston-1;US-USD 8500#sunrise-store-sanfrancisco;US-USD 8925#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/dryck-flaeder-elderflower-syrup__0445069_pe595508_s5.jpg?f=xxs,DRYCK FLADER,"The elder bush bears white blossoms, suitable for making juice and jam. Mix with water (1:6) as a table drink, or use as the base in different drinks.",,,,,DRYCK FLADER,"The elder bush bears white blossoms, suitable for making juice and jam. Mix with water (1:6) as a table drink, or use as the base in different drinks.",,,,,DRYCK FLADER,"The elder bush bears white blossoms, suitable for making juice and jam. Mix with water (1:6) as a table drink, or use as the base in different drinks.",,,,,,R1522307 058,85498,A0E200000002E49,85498,dkny,no,,oneSize,one size,grey,light grey,,hellgrau,,,,sporty,women,A15,TRUE,,,
,7,M0E20000000EH3V,EUR 11125;EUR 7295 b2b;US-USD 11125;USD 7295 b2b;DE-EUR 8900;IT-EUR 8900;GB-EUR 8900;DE-EUR 9256#sunrise-store-berlin;EUR 10458#sunrise-store-vienna;DE-EUR 9790#sunrise-store-munich;DE-EUR 9701#sunrise-store-cologne;DE-EUR 8188#sunrise-store-hamburg;US-USD 9256#sunrise-store-boston-2;USD 10458#sunrise-store-chicago;US-USD 9790#sunrise-store-boston-1;US-USD 9701#sunrise-store-sanfrancisco;US-USD 8188#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/snoeyra-led-string-light-with-40-lights-indoor-battery-operated-silver-color__0591714_pe674257_s5.jpg?f=xxs,SNOYRA,Light chains are perfect when you want to make your home more festive for special events � or ordinary weekdays. Use them when setting the table or to create a cozy atmosphere in your hall or bedroom.,,,,,SNOYRA,Light chains are perfect when you want to make your home more festive for special events � or ordinary weekdays. Use them when setting the table or to create a cozy atmosphere in your hall or bedroom.,,,,,SNOYRA,Light chains are perfect when you want to make your home more festive for special events � or ordinary weekdays. Use them when setting the table or to create a cozy atmosphere in your hall or bedroom.,,,,,,15210153703 A,81684,M0E20000000EH3V,81684,maison,no,,xs,0,multicolored,multi,,multi,,,,sporty,women,s15,,,,
,8,M0E20000000EH3W,EUR 11125;EUR 7295 b2b;US-USD 11125;USD 7295 b2b;DE-EUR 8900;IT-EUR 8900;GB-EUR 8900;DE-EUR 8010#sunrise-store-berlin;EUR 10680#sunrise-store-vienna;DE-EUR 8544#sunrise-store-munich;DE-EUR 8010#sunrise-store-cologne;DE-EUR 8722#sunrise-store-hamburg;US-USD 8010#sunrise-store-boston-2;USD 10680#sunrise-store-chicago;US-USD 8544#sunrise-store-boston-1;US-USD 8010#sunrise-store-sanfrancisco;US-USD 8722#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/vallkrassing-throw-gray-turquoise__0920515_pe787080_s5.jpg?f=xxs,VALLKRASSING,"When you want a laid-back vibe, sweep VALLKRASSING throw over your sofa or bed. The super-soft cotton, double weave creates a crinkled effect that goes perfectly with the raw edges.",,,,,VALLKRASSING,"When you want a laid-back vibe, sweep VALLKRASSING throw over your sofa or bed. The super-soft cotton, double weave creates a crinkled effect that goes perfectly with the raw edges.",,,,,VALLKRASSING,"When you want a laid-back vibe, sweep VALLKRASSING throw over your sofa or bed. The super-soft cotton, double weave creates a crinkled effect that goes perfectly with the raw edges.",,,,,,15210153703 A,81684,M0E20000000EH3W,81684,maison,no,,s,1,multicolored,multi,,multi,,,,sporty,women,s15,,,,
,9,M0E20000000EH3X,EUR 11125;EUR 7295 b2b;US-USD 11125;USD 7295 b2b;DE-EUR 8900;IT-EUR 8900;GB-EUR 8900;DE-EUR 8099#sunrise-store-berlin;EUR 11348#sunrise-store-vienna;DE-EUR 9612#sunrise-store-munich;DE-EUR 8544#sunrise-store-cologne;DE-EUR 8900#sunrise-store-hamburg;US-USD 8099#sunrise-store-boston-2;USD 11348#sunrise-store-chicago;US-USD 9612#sunrise-store-boston-1;US-USD 8544#sunrise-store-sanfrancisco;US-USD 8900#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/plastis-ice-cube-tray-green-pink-turquoise__0712342_pe728748_s5.jpg?f=xxs,PLASTIS,"When you want a laid-back vibe, sweep VALLKRASSING throw over your sofa or bed. The super-soft cotton, double weave creates a crinkled effect that goes perfectly with the raw edges.",,,,,PLASTIS,"When you want a laid-back vibe, sweep VALLKRASSING throw over your sofa or bed. The super-soft cotton, double weave creates a crinkled effect that goes perfectly with the raw edges.",,,,,PLASTIS,"When you want a laid-back vibe, sweep VALLKRASSING throw over your sofa or bed. The super-soft cotton, double weave creates a crinkled effect that goes perfectly with the raw edges.",,,,,,15210153703 A,81684,M0E20000000EH3X,81684,maison,no,,m,2,multicolored,multi,,multi,,,,sporty,women,s15,,,,
,10,M0E20000000EH3Y,EUR 11125;EUR 7295 b2b;US-USD 11125;USD 7295 b2b;DE-EUR 8900;IT-EUR 8900;GB-EUR 8900;DE-EUR 8722#sunrise-store-berlin;EUR 10346#sunrise-store-vienna;DE-EUR 8277#sunrise-store-munich;DE-EUR 9612#sunrise-store-cologne;DE-EUR 9523#sunrise-store-hamburg;US-USD 8722#sunrise-store-boston-2;USD 10346#sunrise-store-chicago;US-USD 8277#sunrise-store-boston-1;US-USD 9612#sunrise-store-sanfrancisco;US-USD 9523#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/grillskaer-kitchen-island-shelf-unit-stainless-steel__0920473_pe787059_s5.jpg?f=xxs,GRILLSKAR,This sturdy kitchen island is perfect to have outdoors by the grill. Prepare food on the stainless steel top while socializing with guests � and have utensils close at hand on the shelves underneath.,,,,,GRILLSKAR,This sturdy kitchen island is perfect to have outdoors by the grill. Prepare food on the stainless steel top while socializing with guests � and have utensils close at hand on the shelves underneath.,,,,,GRILLSKAR,This sturdy kitchen island is perfect to have outdoors by the grill. Prepare food on the stainless steel top while socializing with guests � and have utensils close at hand on the shelves underneath.,,,,,,15210153703 A,81684,M0E20000000EH3Y,81684,maison,no,,l,3,multicolored,multi,,multi,,,,sporty,women,s15,,,,
,11,M0E20000000EH3Z,EUR 11125;EUR 7295 b2b;US-USD 11125;USD 7295 b2b;DE-EUR 8900;IT-EUR 8900;GB-EUR 8900;DE-EUR 9790#sunrise-store-berlin;EUR 11125#sunrise-store-vienna;DE-EUR 8366#sunrise-store-munich;DE-EUR 8366#sunrise-store-cologne;DE-EUR 9612#sunrise-store-hamburg;US-USD 9790#sunrise-store-boston-2;USD 11125#sunrise-store-chicago;US-USD 8366#sunrise-store-boston-1;US-USD 8366#sunrise-store-sanfrancisco;US-USD 9612#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/odla-growing-media-clay-pellets__0637562_pe698398_s5.jpg?f=xxs,ODLA,"Clay pebbles help you to take care of your potted plants in the best way. They can improve the drainage and soil, fill out a large pot with a small plant � or make artificial plants look more real.",,,,,ODLA,"Clay pebbles help you to take care of your potted plants in the best way. They can improve the drainage and soil, fill out a large pot with a small plant � or make artificial plants look more real.",,,,,ODLA,"Clay pebbles help you to take care of your potted plants in the best way. They can improve the drainage and soil, fill out a large pot with a small plant � or make artificial plants look more real.",,,,,,15210153703 A,81684,M0E20000000EH3Z,81684,maison,no,,xl,4,multicolored,multi,,multi,,,,sporty,women,s15,,,,
,12,M0E20000000EH40,EUR 11125;EUR 7295 b2b;US-USD 11125;USD 7295 b2b;DE-EUR 8900;IT-EUR 8900;GB-EUR 8900;DE-EUR 8900#sunrise-store-berlin;EUR 11792#sunrise-store-vienna;DE-EUR 9434#sunrise-store-munich;DE-EUR 8900#sunrise-store-cologne;DE-EUR 9701#sunrise-store-hamburg;US-USD 8900#sunrise-store-boston-2;USD 11792#sunrise-store-chicago;US-USD 9434#sunrise-store-boston-1;US-USD 8900#sunrise-store-sanfrancisco;US-USD 9701#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/fladdrig-lunch-bag-patterned-gray__0985581_pe816684_s5.jpg?f=xxs,FLADDRIG,"Carry your lunch boxes, snacks, and cups in style. This lunch bag with practical handles goes great with IKEA food containers and bottles � with a playful pattern inspired by our on-the-go range.",,,,,FLADDRIG,"Carry your lunch boxes, snacks, and cups in style. This lunch bag with practical handles goes great with IKEA food containers and bottles � with a playful pattern inspired by our on-the-go range.",,,,,FLADDRIG,"Carry your lunch boxes, snacks, and cups in style. This lunch bag with practical handles goes great with IKEA food containers and bottles � with a playful pattern inspired by our on-the-go range.",,,,,,15210153703 A,81684,M0E20000000EH40,81684,maison,no,,xxl,5,multicolored,multi,,multi,,,,sporty,women,s15,,,,
